img,9-gummy,16-Incisal Embrasure,4-color,52-Crooked,41-Central Incisor W/H Ratio,,
aug_(15008-b)_0_221.jpg,0,1,0,1,1,nan,nan
aug_(15008-b)_0_356.jpg,0,1,0,1,1,nan,nan
aug_(15008-b)_0_6909.jpg,0,1,0,1,1,nan,nan
aug_(15009-a)_0_4214.jpg,0,1,0,0,1,nan,nan
aug_(15009-a)_0_5671.jpg,0,1,0,0,1,nan,nan
aug_(15009-a)_0_8870.jpg,0,1,0,0,1,nan,nan
aug_(15009-b)_0_3418.jpg,0,1,0,0,1,nan,nan
aug_(15009-b)_0_6592.jpg,0,1,0,0,1,nan,nan
aug_(15009-b)_0_8203.jpg,0,1,0,0,1,nan,nan
aug_(15010-b)_0_391.jpg,1,1,1,1,1,nan,nan
aug_(15010-b)_0_4424.jpg,1,1,1,1,1,nan,nan
aug_(15010-b)_0_7967.jpg,1,1,1,1,1,nan,nan
aug_(15011-a)_0_4372.jpg,0,0,1,0,1,nan,nan
aug_(15011-a)_0_6929.jpg,0,0,1,0,1,nan,nan
aug_(15011-a)_0_9561.jpg,0,0,1,0,1,nan,nan
aug_(15011-b)_0_339.jpg,0,1,1,0,1,nan,nan
aug_(15011-b)_0_5510.jpg,0,1,1,0,1,nan,nan
aug_(15011-b)_0_5566.jpg,0,1,1,0,1,nan,nan
aug_(15012-a)_0_2816.jpg,0,0,1,0,1,nan,nan
aug_(15012-a)_0_9121.jpg,0,0,1,0,1,nan,nan
aug_(15012-a)_0_9512.jpg,0,0,1,0,1,nan,nan
aug_(15012-b)_0_1767.jpg,0,1,1,0,1,nan,nan
aug_(15012-b)_0_2532.jpg,0,1,1,0,1,nan,nan
aug_(15012-b)_0_3407.jpg,0,1,1,0,1,nan,nan
aug_(15013-a)_0_3335.jpg,0,1,1,0,1,nan,nan
aug_(15013-a)_0_5206.jpg,0,1,1,0,1,nan,nan
aug_(15013-a)_0_6055.jpg,0,1,1,0,1,nan,nan
aug_(15013-b)_0_2485.jpg,0,1,1,0,1,nan,nan
aug_(15013-b)_0_6403.jpg,0,1,1,0,1,nan,nan
aug_(15013-b)_0_7145.jpg,0,1,1,0,1,nan,nan
aug_(16001)_0_1041.jpg,1,1,1,0,0,nan,nan
aug_(16001)_0_592.jpg,1,1,1,0,0,nan,nan
aug_(16001)_0_6387.jpg,1,1,1,0,0,nan,nan
aug_(16002)_0_2610.jpg,1,1,1,0,0,nan,nan
aug_(16002)_0_3580.jpg,1,1,1,0,0,nan,nan
aug_(16002)_0_3863.jpg,1,1,1,0,0,nan,nan
aug_(16003)_0_6860.jpg,0,1,1,1,1,nan,nan
aug_(16003)_0_7306.jpg,0,1,1,1,1,nan,nan
aug_(16003)_0_7372.jpg,0,1,1,1,1,nan,nan
aug_(16004-a)_0_2700.jpg,0,1,1,0,1,nan,nan
aug_(16004-a)_0_7817.jpg,0,1,1,0,1,nan,nan
aug_(16004-a)_0_8586.jpg,0,1,1,0,1,nan,nan
aug_(16004-b)_0_4864.jpg,0,1,1,0,1,nan,nan
aug_(16004-b)_0_7999.jpg,0,1,1,0,1,nan,nan
aug_(16004-b)_0_8382.jpg,0,1,1,0,1,nan,nan
aug_(16005-a)_0_1282.jpg,0,1,1,0,0,nan,nan
aug_(16005-a)_0_6328.jpg,0,1,1,0,0,nan,nan
aug_(16005-a)_0_6799.jpg,0,1,1,0,0,nan,nan
aug_(16005-b)_0_2393.jpg,0,1,1,0,1,nan,nan
aug_(16005-b)_0_298.jpg,0,1,1,0,1,nan,nan
aug_(16005-b)_0_652.jpg,0,1,1,0,1,nan,nan
aug_(16006)_0_1507.jpg,0,1,1,0,1,nan,nan
aug_(16006)_0_3351.jpg,0,1,1,0,1,nan,nan
aug_(16006)_0_9525.jpg,0,1,1,0,1,nan,nan
aug_(16007)_0_424.jpg,1,1,0,0,0,nan,nan
aug_(16007)_0_6871.jpg,1,1,0,0,0,nan,nan
aug_(16007)_0_867.jpg,1,1,0,0,0,nan,nan
aug_(16008)_0_140.jpg,1,1,1,0,0,nan,nan
aug_(16008)_0_415.jpg,1,1,1,0,0,nan,nan
aug_(16009)_0_3950.jpg,0,1,1,0,0,nan,nan
aug_(16009)_0_5430.jpg,0,1,1,0,0,nan,nan
aug_(16009)_0_9483.jpg,0,1,1,0,0,nan,nan
aug_(16010)_0_4118.jpg,0,1,1,0,1,nan,nan
aug_(16010)_0_6416.jpg,0,1,1,0,1,nan,nan
aug_(16010)_0_6938.jpg,0,1,1,0,1,nan,nan
aug_(16011)_0_3499.jpg,0,1,1,0,1,nan,nan
aug_(16011)_0_4736.jpg,0,1,1,0,1,nan,nan
aug_(16011)_0_7632.jpg,0,1,1,0,1,nan,nan
aug_(16012)_0_5223.jpg,1,1,1,0,0,nan,nan
aug_(16012)_0_9706.jpg,1,1,1,0,0,nan,nan
aug_(16012)_0_9838.jpg,1,1,1,0,0,nan,nan
aug_(16012-a)_0_4267.jpg,0,0,0,0,0,nan,nan
aug_(16012-a)_0_5360.jpg,0,0,0,0,0,nan,nan
aug_(16012-a)_0_8452.jpg,0,0,0,0,0,nan,nan
aug_(16013)_0_1746.jpg,1,1,0,0,0,nan,nan
aug_(16013)_0_2539.jpg,1,1,0,0,0,nan,nan
aug_(16013)_0_2704.jpg,1,1,0,0,0,nan,nan
aug_(16014)_0_1441.jpg,0,1,1,0,0,nan,nan
aug_(16014)_0_5541.jpg,0,1,1,0,0,nan,nan
aug_(16014)_0_9060.jpg,0,1,1,0,0,nan,nan
aug_(16015)_0_5844.jpg,0,1,1,0,1,nan,nan
aug_(16015)_0_7085.jpg,0,1,1,0,1,nan,nan
aug_(16015)_0_8564.jpg,0,1,1,0,1,nan,nan
aug_(16016)_0_2778.jpg,1,1,1,0,0,nan,nan
aug_(16016)_0_6153.jpg,1,1,1,0,0,nan,nan
aug_(16016)_0_7894.jpg,1,1,1,0,0,nan,nan
aug_(16017)_0_1956.jpg,1,1,1,0,1,nan,nan
aug_(16017)_0_2429.jpg,1,1,1,0,1,nan,nan
aug_(16017)_0_7517.jpg,1,1,1,0,1,nan,nan
aug_(16018)_0_2658.jpg,0,1,1,0,0,nan,nan
aug_(16018)_0_5650.jpg,0,1,1,0,0,nan,nan
aug_(16018)_0_9468.jpg,0,1,1,0,0,nan,nan
aug_(16019)_0_2172.jpg,0,1,0,0,0,nan,nan
aug_(16019)_0_3992.jpg,0,1,0,0,0,nan,nan
aug_(16019)_0_94.jpg,0,1,0,0,0,nan,nan
aug_(16020)_0_664.jpg,0,1,1,0,1,nan,nan
aug_(16020)_0_6804.jpg,0,1,1,0,1,nan,nan
aug_(16020)_0_7807.jpg,0,1,1,0,1,nan,nan
aug_(16021)_0_1035.jpg,0,1,1,0,0,nan,nan
aug_(16021)_0_1743.jpg,0,1,1,0,0,nan,nan
aug_(16021)_0_9728.jpg,0,1,1,0,0,nan,nan
aug_(16022-a)_0_3308.jpg,0,0,0,0,0,nan,nan
aug_(16022-a)_0_5795.jpg,0,0,0,0,0,nan,nan
aug_(16022-a)_0_713.jpg,0,0,0,0,0,nan,nan
aug_(16022-b)_0_2069.jpg,0,1,1,0,1,nan,nan
aug_(16022-b)_0_2600.jpg,0,1,1,0,1,nan,nan
aug_(16022-b)_0_303.jpg,0,1,1,0,1,nan,nan
aug_(16023-a)_0_4218.jpg,0,0,0,0,0,nan,nan
aug_(16023-a)_0_941.jpg,0,0,0,0,0,nan,nan
aug_(16023-a)_0_980.jpg,0,0,0,0,0,nan,nan
aug_(16023-b)_0_2521.jpg,0,1,1,1,1,nan,nan
aug_(16023-b)_0_2556.jpg,0,1,1,1,1,nan,nan
aug_(16023-b)_0_8600.jpg,0,1,1,1,1,nan,nan
aug_(17001-b)_0_279.jpg,1,1,0,0,1,nan,nan
aug_(17001-b)_0_8232.jpg,1,1,0,0,1,nan,nan
aug_(17001-b)_0_9708.jpg,1,1,0,0,1,nan,nan
aug_(17002-a)_0_3080.jpg,1,0,0,0,0,nan,nan
aug_(17002-a)_0_694.jpg,1,0,0,0,0,nan,nan
aug_(17002-a)_0_8457.jpg,1,0,0,0,0,nan,nan
aug_(17002-b)_0_3662.jpg,1,1,1,0,1,nan,nan
aug_(17002-b)_0_453.jpg,1,1,1,0,1,nan,nan
aug_(17002-b)_0_680.jpg,1,1,1,0,1,nan,nan
aug_(17003-a)_0_1804.jpg,0,0,0,0,1,nan,nan
aug_(17003-a)_0_7832.jpg,0,0,0,0,1,nan,nan
aug_(17003-a)_0_951.jpg,0,0,0,0,1,nan,nan
aug_(17003-b)_0_1145.jpg,1,1,1,0,1,nan,nan
aug_(17003-b)_0_1631.jpg,1,1,1,0,1,nan,nan
aug_(17003-b)_0_697.jpg,1,1,1,0,1,nan,nan
aug_(17004-a)_0_540.jpg,0,0,0,0,1,nan,nan
aug_(17004-a)_0_5936.jpg,0,0,0,0,1,nan,nan
aug_(17004-a)_0_5958.jpg,0,0,0,0,1,nan,nan
aug_(17005-a)_0_4687.jpg,1,1,0,0,1,nan,nan
aug_(17005-a)_0_5362.jpg,1,1,0,0,1,nan,nan
aug_(17005-a)_0_7799.jpg,1,1,0,0,1,nan,nan
aug_(17006-b)_0_7426.jpg,0,1,0,0,1,nan,nan
aug_(17006-b)_0_8821.jpg,0,1,0,0,1,nan,nan
aug_(17006-b)_0_9638.jpg,0,1,0,0,1,nan,nan
aug_(17007-a)_0_6447.jpg,0,0,0,0,1,nan,nan
aug_(17007-a)_0_6999.jpg,0,0,0,0,1,nan,nan
aug_(17007-a)_0_7645.jpg,0,0,0,0,1,nan,nan
aug_(17007-b)_0_137.jpg,0,1,1,1,1,nan,nan
aug_(17007-b)_0_8486.jpg,0,1,1,1,1,nan,nan
aug_(17007-b)_0_8898.jpg,0,1,1,1,1,nan,nan
aug_(17008-a)_0_2568.jpg,0,1,0,0,1,nan,nan
aug_(17008-a)_0_6776.jpg,0,1,0,0,1,nan,nan
aug_(17008-a)_0_9850.jpg,0,1,0,0,1,nan,nan
aug_(17008-b)_0_1968.jpg,0,1,1,0,1,nan,nan
aug_(17008-b)_0_4289.jpg,0,1,1,0,1,nan,nan
aug_(17008-b)_0_5148.jpg,0,1,1,0,1,nan,nan
aug_(17009-a)_0_3169.jpg,0,0,0,0,1,nan,nan
aug_(17009-a)_0_3644.jpg,0,0,0,0,1,nan,nan
aug_(17009-a)_0_6011.jpg,0,0,0,0,1,nan,nan
aug_(17009-b)_0_2009.jpg,0,1,1,0,1,nan,nan
aug_(17009-b)_0_388.jpg,0,1,1,0,1,nan,nan
aug_(17009-b)_0_4268.jpg,0,1,1,0,1,nan,nan
aug_(17010-a)_0_1300.jpg,0,1,0,0,0,nan,nan
aug_(17010-a)_0_3060.jpg,0,1,0,0,0,nan,nan
aug_(17010-a)_0_4183.jpg,0,1,0,0,0,nan,nan
aug_(17010-b)_0_6650.jpg,1,1,1,1,1,nan,nan
aug_(17010-b)_0_8814.jpg,1,1,1,1,1,nan,nan
aug_(17010-b)_0_8821.jpg,1,1,1,1,1,nan,nan
aug_(17011-a)_0_1236.jpg,0,0,0,0,1,nan,nan
aug_(17011-a)_0_6820.jpg,0,0,0,0,1,nan,nan
aug_(17011-a)_0_9819.jpg,0,0,0,0,1,nan,nan
aug_(17011-b)_0_4836.jpg,0,1,1,1,1,nan,nan
aug_(17011-b)_0_5591.jpg,0,1,1,1,1,nan,nan
aug_(17011-b)_0_851.jpg,0,1,1,1,1,nan,nan
aug_(17012-b)_0_4636.jpg,0,1,1,0,1,nan,nan
aug_(17012-b)_0_6213.jpg,0,1,1,0,1,nan,nan
aug_(17012-b)_0_9066.jpg,0,1,1,0,1,nan,nan
aug_(17013-b)_0_4259.jpg,0,1,1,0,1,nan,nan
aug_(17013-b)_0_6001.jpg,0,1,1,0,1,nan,nan
aug_(17013-b)_0_7440.jpg,0,1,1,0,1,nan,nan
aug_(17014-b)_0_1704.jpg,0,1,1,0,0,nan,nan
aug_(17014-b)_0_6542.jpg,0,1,1,0,0,nan,nan
aug_(17014-b)_0_7024.jpg,0,1,1,0,0,nan,nan
aug_(18001-a)_0_1447.jpg,0,1,0,0,0,nan,nan
aug_(18001-a)_0_7195.jpg,0,1,0,0,0,nan,nan
aug_(18001-a)_0_9777.jpg,0,1,0,0,0,nan,nan
aug_(18001-b)_0_3258.jpg,0,0,0,0,0,nan,nan
aug_(18001-b)_0_5606.jpg,0,0,0,0,0,nan,nan
aug_(18001-b)_0_6227.jpg,0,0,0,0,0,nan,nan
aug_(18002-a)_0_3469.jpg,0,0,0,0,0,nan,nan
aug_(18002-a)_0_8459.jpg,0,0,0,0,0,nan,nan
aug_(18002-a)_0_9600.jpg,0,0,0,0,0,nan,nan
aug_(18002-b)_0_3059.jpg,0,1,0,0,1,nan,nan
aug_(18002-b)_0_3705.jpg,0,1,0,0,1,nan,nan
aug_(18002-b)_0_4892.jpg,0,1,0,0,1,nan,nan
aug_(18003-a)_0_3045.jpg,1,0,1,0,1,nan,nan
aug_(18003-a)_0_3642.jpg,1,0,1,0,1,nan,nan
aug_(18003-a)_0_4454.jpg,1,0,1,0,1,nan,nan
aug_(18003-b)_0_1584.jpg,1,1,1,0,1,nan,nan
aug_(18003-b)_0_4809.jpg,1,1,1,0,1,nan,nan
aug_(18003-b)_0_9221.jpg,1,1,1,0,1,nan,nan
aug_(18004-a)_0_585.jpg,0,1,0,0,0,nan,nan
aug_(18004-a)_0_8463.jpg,0,1,0,0,0,nan,nan
aug_(18004-a)_0_8938.jpg,0,1,0,0,0,nan,nan
aug_(18004-b)_0_1190.jpg,0,1,1,0,0,nan,nan
aug_(18004-b)_0_1200.jpg,0,1,1,0,0,nan,nan
aug_(18004-b)_0_3312.jpg,0,1,1,0,0,nan,nan
aug_(18005-a)_0_1115.jpg,0,0,0,0,0,nan,nan
aug_(18005-a)_0_7708.jpg,0,0,0,0,0,nan,nan
aug_(18005-a)_0_840.jpg,0,0,0,0,0,nan,nan
aug_(18005-b)_0_2006.jpg,0,1,1,0,1,nan,nan
aug_(18005-b)_0_260.jpg,0,1,1,0,1,nan,nan
aug_(18005-b)_0_9012.jpg,0,1,1,0,1,nan,nan
aug_(18006)_0_3937.jpg,0,1,1,1,1,nan,nan
aug_(18006)_0_7537.jpg,0,1,1,1,1,nan,nan
aug_(18006)_0_7736.jpg,0,1,1,1,1,nan,nan
aug_(18007)_0_1284.jpg,0,1,0,1,1,nan,nan
aug_(18007)_0_1907.jpg,0,1,0,1,1,nan,nan
aug_(18007)_0_3668.jpg,0,1,0,1,1,nan,nan
aug_(18009_b)_0_1557.jpg,1,1,0,0,1,nan,nan
aug_(18009_b)_0_5923.jpg,1,1,0,0,1,nan,nan
aug_(18009_b)_0_8698.jpg,1,1,0,0,1,nan,nan
aug_(18010_a)_0_1178.jpg,0,0,0,0,1,nan,nan
aug_(18010_a)_0_2424.jpg,0,0,0,0,1,nan,nan
aug_(18010_a)_0_3506.jpg,0,0,0,0,1,nan,nan
aug_(18010_b)_0_1625.jpg,0,1,0,0,1,nan,nan
aug_(18010_b)_0_4495.jpg,0,1,0,0,1,nan,nan
aug_(18010_b)_0_9816.jpg,0,1,0,0,1,nan,nan
aug_(4001-a)_0_4493.jpg,1,0,0,0,0,nan,nan
aug_(4001-a)_0_5882.jpg,1,0,0,0,0,nan,nan
aug_(4001-a)_0_6065.jpg,1,0,0,0,0,nan,nan
aug_(4001-b)_0_3133.jpg,1,0,1,0,1,nan,nan
aug_(4001-b)_0_5891.jpg,1,0,1,0,1,nan,nan
aug_(4001-b)_0_6706.jpg,1,0,1,0,1,nan,nan
aug_(4002-a)_0_588.jpg,0,0,0,0,1,nan,nan
aug_(4002-a)_0_6109.jpg,0,0,0,0,1,nan,nan
aug_(4002-a)_0_6740.jpg,0,0,0,0,1,nan,nan
aug_(4002-b)_0_3248.jpg,0,0,1,0,1,nan,nan
aug_(4002-b)_0_4846.jpg,0,0,1,0,1,nan,nan
aug_(4002-b)_0_6700.jpg,0,0,1,0,1,nan,nan
aug_(4003-a)_0_2549.jpg,0,0,0,0,1,nan,nan
aug_(4003-a)_0_4533.jpg,0,0,0,0,1,nan,nan
aug_(4003-a)_0_6603.jpg,0,0,0,0,1,nan,nan
aug_(4003-b)_0_1819.jpg,0,1,1,1,1,nan,nan
aug_(4003-b)_0_3584.jpg,0,1,1,1,1,nan,nan
aug_(4003-b)_0_468.jpg,0,1,1,1,1,nan,nan
aug_(4004-a)_0_1148.jpg,0,1,1,0,1,nan,nan
aug_(4004-a)_0_5294.jpg,0,1,1,0,1,nan,nan
aug_(4004-a)_0_6320.jpg,0,1,1,0,1,nan,nan
aug_(4004-b)_0_1125.jpg,0,1,1,0,1,nan,nan
aug_(4004-b)_0_4092.jpg,0,1,1,0,1,nan,nan
aug_(4004-b)_0_9041.jpg,0,1,1,0,1,nan,nan
aug_(4005-a)_0_4128.jpg,0,0,0,0,0,nan,nan
aug_(4005-a)_0_9378.jpg,0,0,0,0,0,nan,nan
aug_(4005-a)_0_9546.jpg,0,0,0,0,0,nan,nan
aug_(4005-b)_0_3755.jpg,1,1,1,1,1,nan,nan
aug_(4005-b)_0_4217.jpg,1,1,1,1,1,nan,nan
aug_(4005-b)_0_8553.jpg,1,1,1,1,1,nan,nan
aug_(4006-a)_0_1705.jpg,1,1,0,0,1,nan,nan
aug_(4006-a)_0_7842.jpg,1,1,0,0,1,nan,nan
aug_(4006-a)_0_821.jpg,1,1,0,0,1,nan,nan
aug_(4006-b)_0_2797.jpg,0,1,1,0,1,nan,nan
aug_(4006-b)_0_3254.jpg,0,1,1,0,1,nan,nan
aug_(4006-b)_0_3769.jpg,0,1,1,0,1,nan,nan
aug_(4007-a)_0_6207.jpg,0,1,0,0,1,nan,nan
aug_(4007-a)_0_8715.jpg,0,1,0,0,1,nan,nan
aug_(4007-a)_0_9746.jpg,0,1,0,0,1,nan,nan
aug_(4007-b)_0_1217.jpg,1,0,1,0,1,nan,nan
aug_(4007-b)_0_2277.jpg,1,0,1,0,1,nan,nan
aug_(4007-b)_0_2781.jpg,1,0,1,0,1,nan,nan
aug_(4008-a)_0_5336.jpg,1,0,0,0,1,nan,nan
aug_(4008-a)_0_9458.jpg,1,0,0,0,1,nan,nan
aug_(4008-a)_0_9910.jpg,1,0,0,0,1,nan,nan
aug_(4008-b)_0_3783.jpg,1,0,1,0,1,nan,nan
aug_(4008-b)_0_7060.jpg,1,0,1,0,1,nan,nan
aug_(4008-b)_0_7666.jpg,1,0,1,0,1,nan,nan
aug_(4009-a)_0_3396.jpg,0,0,0,0,0,nan,nan
aug_(4009-a)_0_5105.jpg,0,0,0,0,0,nan,nan
aug_(4009-a)_0_5930.jpg,0,0,0,0,0,nan,nan
aug_(4009-b)_0_1695.jpg,0,0,1,1,1,nan,nan
aug_(4009-b)_0_575.jpg,0,0,1,1,1,nan,nan
aug_(4009-b)_0_6476.jpg,0,0,1,1,1,nan,nan
aug_(4010-a)_0_3036.jpg,0,1,0,0,1,nan,nan
aug_(4010-a)_0_8289.jpg,0,1,0,0,1,nan,nan
aug_(4010-a)_0_9840.jpg,0,1,0,0,1,nan,nan
aug_(4010-b)_0_3435.jpg,0,0,1,0,1,nan,nan
aug_(4010-b)_0_5259.jpg,0,0,1,0,1,nan,nan
aug_(4010-b)_0_5752.jpg,0,0,1,0,1,nan,nan
aug_(4011-a)_0_1729.jpg,0,0,0,0,1,nan,nan
aug_(4011-a)_0_2559.jpg,0,0,0,0,1,nan,nan
aug_(4011-a)_0_2722.jpg,0,0,0,0,1,nan,nan
aug_(4011-b)_0_2291.jpg,0,1,1,0,1,nan,nan
aug_(4011-b)_0_3716.jpg,0,1,1,0,1,nan,nan
aug_(4011-b)_0_8359.jpg,0,1,1,0,1,nan,nan
aug_(4012-a)_0_4002.jpg,1,1,0,0,1,nan,nan
aug_(4012-a)_0_4328.jpg,1,1,0,0,1,nan,nan
aug_(4012-a)_0_657.jpg,1,1,0,0,1,nan,nan
aug_(4012-b)_0_4458.jpg,1,0,1,0,1,nan,nan
aug_(4012-b)_0_7538.jpg,1,0,1,0,1,nan,nan
aug_(4012-b)_0_7762.jpg,1,0,1,0,1,nan,nan
aug_(4013)_0_1580.jpg,0,1,1,0,1,nan,nan
aug_(4013)_0_233.jpg,0,1,1,0,1,nan,nan
aug_(4013)_0_2655.jpg,0,1,1,0,1,nan,nan
aug_(4014)_0_3533.jpg,0,1,1,1,0,nan,nan
aug_(4014)_0_6181.jpg,0,1,1,1,0,nan,nan
aug_(4014)_0_6483.jpg,0,1,1,1,0,nan,nan
aug_(4015)_0_1083.jpg,1,1,1,0,0,nan,nan
aug_(4015)_0_5132.jpg,1,1,1,0,0,nan,nan
aug_(4015)_0_831.jpg,1,1,1,0,0,nan,nan
aug_(4016)_0_2885.jpg,0,1,1,0,0,nan,nan
aug_(4016)_0_3226.jpg,0,1,1,0,0,nan,nan
aug_(4016)_0_415.jpg,0,1,1,0,0,nan,nan
aug_(4017)_0_1291.jpg,0,1,1,1,0,nan,nan
aug_(4017)_0_3281.jpg,0,1,1,1,0,nan,nan
aug_(4017)_0_5561.jpg,0,1,1,1,0,nan,nan
aug_(4018)_0_1809.jpg,0,0,1,0,1,nan,nan
aug_(4018)_0_631.jpg,0,0,1,0,1,nan,nan
aug_(4018)_0_7257.jpg,0,0,1,0,1,nan,nan
aug_(4019)_0_5944.jpg,0,1,1,0,0,nan,nan
aug_(4019)_0_6111.jpg,0,1,1,0,0,nan,nan
aug_(4019)_0_9314.jpg,0,1,1,0,0,nan,nan
aug_(4020)_0_1890.jpg,0,1,1,1,1,nan,nan
aug_(4020)_0_5774.jpg,0,1,1,1,1,nan,nan
aug_(4020)_0_7075.jpg,0,1,1,1,1,nan,nan
aug_(4021)_0_3916.jpg,0,1,1,1,1,nan,nan
aug_(4021)_0_4223.jpg,0,1,1,1,1,nan,nan
aug_(4021)_0_8505.jpg,0,1,1,1,1,nan,nan
aug_(4022)_0_1780.jpg,0,1,1,1,1,nan,nan
aug_(4022)_0_4076.jpg,0,1,1,1,1,nan,nan
aug_(4022)_0_4957.jpg,0,1,1,1,1,nan,nan
aug_(4023)_0_2308.jpg,1,1,1,0,0,nan,nan
aug_(4023)_0_556.jpg,1,1,1,0,0,nan,nan
aug_(4023)_0_9203.jpg,1,1,1,0,0,nan,nan
aug_(41001_A)_0_1421.jpg,1,0,0,0,0,nan,nan
aug_(41001_A)_0_7804.jpg,1,0,0,0,0,nan,nan
aug_(41001_A)_0_8711.jpg,1,0,0,0,0,nan,nan
aug_(41001_B)_0_2339.jpg,1,1,1,0,1,nan,nan
aug_(41001_B)_0_4531.jpg,1,1,1,0,1,nan,nan
aug_(41001_B)_0_8614.jpg,1,1,1,0,1,nan,nan
aug_(41002_A)_0_3065.jpg,0,0,0,0,0,nan,nan
aug_(41002_A)_0_5616.jpg,0,0,0,0,0,nan,nan
aug_(41002_A)_0_7999.jpg,0,0,0,0,0,nan,nan
aug_(41002_B)_0_3748.jpg,0,1,1,0,1,nan,nan
aug_(41002_B)_0_498.jpg,0,1,1,0,1,nan,nan
aug_(41002_B)_0_6705.jpg,0,1,1,0,1,nan,nan
aug_(41003_A)_0_2301.jpg,0,0,0,0,0,nan,nan
aug_(41003_A)_0_4601.jpg,0,0,0,0,0,nan,nan
aug_(41003_A)_0_6318.jpg,0,0,0,0,0,nan,nan
aug_(41003_B)_0_2414.jpg,1,1,0,0,1,nan,nan
aug_(41003_B)_0_3066.jpg,1,1,0,0,1,nan,nan
aug_(41003_B)_0_7890.jpg,1,1,0,0,1,nan,nan
aug_(41004_A)_0_2087.jpg,0,0,0,0,0,nan,nan
aug_(41004_A)_0_209.jpg,0,0,0,0,0,nan,nan
aug_(41004_A)_0_8916.jpg,0,0,0,0,0,nan,nan
aug_(41004_B)_0_5717.jpg,1,1,1,0,1,nan,nan
aug_(41004_B)_0_7999.jpg,1,1,1,0,1,nan,nan
aug_(41004_B)_0_9892.jpg,1,1,1,0,1,nan,nan
aug_(41005_A)_0_8528.jpg,1,0,0,0,0,nan,nan
aug_(41005_A)_0_8804.jpg,1,0,0,0,0,nan,nan
aug_(41005_A)_0_9494.jpg,1,0,0,0,0,nan,nan
aug_(41005_B)_0_1080.jpg,1,1,0,0,1,nan,nan
aug_(41005_B)_0_6271.jpg,1,1,0,0,1,nan,nan
aug_(41005_B)_0_6905.jpg,1,1,0,0,1,nan,nan
aug_(41006_A)_0_2851.jpg,0,0,0,0,0,nan,nan
aug_(41006_A)_0_5814.jpg,0,0,0,0,0,nan,nan
aug_(41006_A)_0_8104.jpg,0,0,0,0,0,nan,nan
aug_(41006_B)_0_3009.jpg,1,1,1,0,1,nan,nan
aug_(41006_B)_0_5183.jpg,1,1,1,0,1,nan,nan
aug_(41006_B)_0_9285.jpg,1,1,1,0,1,nan,nan
aug_(41007_A)_0_3407.jpg,0,0,0,0,0,nan,nan
aug_(41007_A)_0_9130.jpg,0,0,0,0,0,nan,nan
aug_(41007_A)_0_9218.jpg,0,0,0,0,0,nan,nan
aug_(41007_B)_0_1771.jpg,1,1,1,0,1,nan,nan
aug_(41007_B)_0_3320.jpg,1,1,1,0,1,nan,nan
aug_(41007_B)_0_394.jpg,1,1,1,0,1,nan,nan
aug_(41008_A)_0_3357.jpg,0,0,0,0,0,nan,nan
aug_(41008_A)_0_4869.jpg,0,0,0,0,0,nan,nan
aug_(41008_A)_0_9606.jpg,0,0,0,0,0,nan,nan
aug_(41008_B)_0_2659.jpg,0,1,1,0,1,nan,nan
aug_(41008_B)_0_2898.jpg,0,1,1,0,1,nan,nan
aug_(41008_B)_0_4978.jpg,0,1,1,0,1,nan,nan
aug_(41009_A)_0_1263.jpg,0,0,0,0,0,nan,nan
aug_(41009_A)_0_6992.jpg,0,0,0,0,0,nan,nan
aug_(41009_A)_0_883.jpg,0,0,0,0,0,nan,nan
aug_(41009_B)_0_3703.jpg,0,1,1,0,1,nan,nan
aug_(41009_B)_0_8756.jpg,0,1,1,0,1,nan,nan
aug_(41009_B)_0_8930.jpg,0,1,1,0,1,nan,nan
aug_(41010_A)_0_2188.jpg,0,0,0,0,0,nan,nan
aug_(41010_A)_0_5187.jpg,0,0,0,0,0,nan,nan
aug_(41010_A)_0_7585.jpg,0,0,0,0,0,nan,nan
aug_(41010_B)_0_289.jpg,0,1,1,0,1,nan,nan
aug_(41010_B)_0_3843.jpg,0,1,1,0,1,nan,nan
aug_(41010_B)_0_9677.jpg,0,1,1,0,1,nan,nan
aug_(41011_A)_0_2286.jpg,0,0,0,0,0,nan,nan
aug_(41011_A)_0_5478.jpg,0,0,0,0,0,nan,nan
aug_(41011_A)_0_8568.jpg,0,0,0,0,0,nan,nan
aug_(41011_B)_0_2845.jpg,1,1,0,0,1,nan,nan
aug_(41011_B)_0_2880.jpg,1,1,0,0,1,nan,nan
aug_(41011_B)_0_7255.jpg,1,1,0,0,1,nan,nan
aug_(41012_A)_0_1275.jpg,0,0,1,0,0,nan,nan
aug_(41012_A)_0_6815.jpg,0,0,1,0,0,nan,nan
aug_(41012_A)_0_8448.jpg,0,0,1,0,0,nan,nan
aug_(41012_B)_0_4009.jpg,1,0,1,0,1,nan,nan
aug_(41012_B)_0_4314.jpg,1,0,1,0,1,nan,nan
aug_(41012_B)_0_6359.jpg,1,0,1,0,1,nan,nan
aug_(41013_A)_0_5621.jpg,0,0,1,0,0,nan,nan
aug_(41013_A)_0_8660.jpg,0,0,1,0,0,nan,nan
aug_(41013_A)_0_94.jpg,0,0,1,0,0,nan,nan
aug_(41013_B)_0_1085.jpg,0,1,0,1,1,nan,nan
aug_(41013_B)_0_6478.jpg,0,1,0,1,1,nan,nan
aug_(41013_B)_0_991.jpg,0,1,0,1,1,nan,nan
aug_(41014_A)_0_3583.jpg,0,0,0,0,0,nan,nan
